SKY,FLT,DAMAGE,REPORTED_NAME,REMAINS_COLLECTED,BIRDS_SEEN,FAAREGION,REPORTED_DATE,EFFECT_OTHER,REMAINS_SENT,WARNED,INDICATED_DAMAGE,PRECIP,AOS,LOCATION,PHASE_OF_FLT,SPECIES,TYPE_ENG,DISTANCE,ATYPE,EFFECT,HEIGHT,NR_FATALITIES,TIME_OF_DAY,STATE,BIRDS_STRUCK,AC_MASS,AC_CLASS,OPERATOR,SIZE,INCIDENT_DATE,NR_INJURIES,COST_REPAIRS_INFL_ADJ,ENROUTE,RUNWAY,AIRPORT,COMMENTS,COST_OTHER_INFL_ADJ,REMARKS,NUM_ENGS,TIME,SPEED
No Cloud,,Substantial (Civilian),,FALSE,2-10,AWP,,,FALSE,N,TRUE,None,,,Approach,"Ducks, geese, swans",Reciprocating (Piston),,C-152,,"1,500",,Day,CA,2-10,1,Airplane,PRIVATELY OWNED,Large,12/21/92 0:00,,,,,BUCHANAN FIELD ARPT,OPERATOR = JAMES LYON,,"RT WING TIP, LE DENT. UNFLYABLE.",1,,90
Overcast,,None (Military),,FALSE,11-100,ASW,12/21/92,,FALSE,N,FALSE,,,,Approach,Unknown bird - small,Turboprop,,BA-31 JETSTR,None,50,,Dawn,TX,2-10,2,Airplane,METROFLIGHT,Small,12/21/92 0:00,,,,17L,DALLAS/FORT WORTH INTL ARPT,,,,2,,130
Some Cloud,,None (Military),Deleted,FALSE,2-10,ASW,12/21/92,,FALSE,Y,FALSE,None,,,Approach,Unknown bird - small,Turbofan,,MD-82,None,10,,Dawn,TX,2-10,4,Airplane,AMERICAN AIRLINES,Small,12/21/92 0:00,,,,18R,DALLAS/FORT WORTH INTL ARPT,,,HIT 2 SMALL BIRDS IN LANDING FLARE. APPEARED TO HIT ON L RADOME  OR NOSE GEAR AREA. ATIS WARNING.,2,,133
Overcast,,None (Military),,FALSE,1,ASO,,,FALSE,N,FALSE,Rain,,,Approach,Owls,Turbofan,,DC-9,,50,,Night,TN,1,4,Airplane,NORTHWEST AIRLINES,Medium,12/22/92 0:00,,,,,MC GHEE TYSON ARPT,,,no damage,2,,135
No Cloud,,None (Military),Deleted,FALSE,2-10,AWP,,,FALSE,N,FALSE,None,,,Landing Roll,Plovers,Turbofan,0,B-737-500,,0,,Day,CA,2-10,4,Airplane,SOUTHWEST AIRLINES,Small,12/22/92 0:00,,,,,ONTARIO INTL ARPT,SOURCE = TWO xxxx-x REPTS.,,"BIRDS WER LT BRWN, 1-2 LBS. NO DAMAGE.",2,,120
Some Cloud,,None (Military),Deleted,FALSE,1,ASW,12/22/92,,FALSE,Y,FALSE,None,,,Take-off run,Unknown bird - medium,Turbofan,0,B-757-200,None,0,,Day,TX,1,4,Airplane,AMERICAN AIRLINES,Medium,12/22/92 0:00,,,,18L,DALLAS/FORT WORTH INTL ARPT,,,DOVE? ATIS WARNING,2,,130
No Cloud,,Minor (Civilian),Deleted,FALSE,2-10,ASO,12/22/92,,FALSE,Y,TRUE,None,,,Climb,Unknown bird - large,Turboprop,,EMB-120,None,"1,500",,Day,FL,1,3,Airplane,COMAIR AIRLINES,Large,12/22/92 0:00,,,,17R,ORLANDO INTL,,,"HUGE, UGLY 20-30 LB BIRD, 3' WING SPAN. MAYBE VULTURE.  STRUCK &  CRACKED FIBERGLASS TAIL SECTION.",2,,180
Some Cloud,,None (Military),Deleted,FALSE,2-10,ASO,12/23/92,,FALSE,N,FALSE,None,,,Approach,Unknown bird - small,Turbofan,,MD-82,None,200,,Day,FL,1,4,Airplane,AMERICAN AIRLINES,Small,12/22/92 0:00,,,,18R,ORLANDO INTL,,,,2,,135
,,None (Military),,FALSE,,ACE,,,FALSE,N,FALSE,,,,Approach,Unknown bird - medium,Turbofan,,B-727,,"4,500",,Night,MO,1,4,Airplane,KALITTA AIR,Medium,12/23/92 0:00,,,,,LAMBERT-ST LOUIS INTL,,,# OF BIRDS SEEN/HIT NOT REPTD. FLT 721. NO DAMAGE.,3,,150
No Cloud,,None (Military),Deleted,FALSE,,AWP,,,FALSE,Y,FALSE,None,,,Take-off run,Gulls,Reciprocating (Piston),0,BE-55  BARON,,0,,Day,CA,1,2,Airplane,UNKNOWN,Medium,12/23/92 0:00,,,,,NORMAN Y. MINETA SAN JOSE INTL ARPT,,,no damage,2,,
No Cloud,,None (Military),Deleted,FALSE,2-10,ASW,,,FALSE,Y,FALSE,None,,,Climb,Unknown bird - small,Turbofan,,B-757-200,,"2,500",,Day,TX,2-10,4,Airplane,AMERICAN AIRLINES,Small,12/23/92 0:00,,,,,DALLAS/FORT WORTH INTL ARPT,,,ATIS WARNING-CONTINUALLY. NO DAMAGE.,2,,230
Some Cloud,,Substantial (Civilian),Deleted,FALSE,2-10,AEA,,,FALSE,N,TRUE,,"2,880",,Approach,White-tailed deer,Reciprocating (Piston),,C-172,,3,,Dusk,NY,1,1,Airplane,PRIVATELY OWNED,Large,12/23/92 0:00,,"7,144",,1,SOUTH ALBANY ARPT,SOURCE = xxxx-x &A AAIPN-x & ASIAS BRIEF REPORT xxxxxxxxxxxxxxG (x/xx/xx UPDATED WITH ASIAS),,"WHILE DOING TOUCH & GO LANDINGS, A/C STRUCK DEER WITH HORIZ STAB.  EXTENT OF DAMAGE NOT REPTD, ASSUME SUBSTANTIAL. ASIAS SAYS MINOR BUT THEIR DEFINTIONS DIFFER. ALSO CITY SHOWNS AS BETHLEHEM, PA. LIGHT REPTD AS DAY.)",1,,
No Cloud,,None (Military),Deleted,FALSE,2-10,ANM,12/23/92,,FALSE,N,FALSE,None,,,Approach,Sparrows,Turbofan,,B-727,None,20,,Day,MT,2-10,4,Airplane,NORTHWEST AIRLINES,Small,12/23/92 0:00,,,,9L,BILLINGS LOGAN INTL,,,FLOCK OF SPARROWS. NO DAMAGE OR INJURIES,3,,120
No Cloud,,None (Military),,FALSE,,FGN,,,FALSE,N,FALSE,None,,,Climb,Unknown bird - small,Turbofan,,B-727-100,,"15,000",,Night,,1,4,Airplane,AMERICAN AIRLINES,Small,12/24/92 0:00,,,,,BENITO JUAREZ INTL,,,"NO DAMAGE. 15,000 MSL",3,,280
,1020,Substantial (Civilian),Deleted,FALSE,,ASO,,,FALSE,,TRUE,,,,Approach,Unknown bird - medium,Turbofan,,DC-10-10,,,,,FL,1,4,Airplane,UNITED AIRLINES,Medium,12/25/92 0:00,,,,,ORLANDO INTL,,,"ON FINAL, #1 ENG INGESTED A BIRD. DMG TO SEVERAL FAN BLADES AND MX REPLACED #1 ENG.",3,,
,,,,TRUE,,AWP,,,FALSE,,FALSE,,,,,Pacific golden-plover,,0,UNKNOWN,,,,,HI,1,,,UNKNOWN,Small,12/26/92 0:00,,,,,LIHUE ARPT,,,,,,
No Cloud,,None (Military),,FALSE,1,AEA,,,FALSE,N,FALSE,None,,,Take-off run,Unknown bird - medium,Turbofan,0,B-767-300,None,0,,Day,NY,1,4,Airplane,DELTA AIR LINES,Medium,12/27/92 0:00,,,,4,LA GUARDIA ARPT,,,NO DAMAGE.,2,,100
,,None (Military),Deleted,FALSE,1,AWP,,,FALSE,,FALSE,,,,Landing Roll,Domestic cat,Turbofan,0,B-737,,0,,Night,HI,1,4,Airplane,ALOHA AIRLINES,Large,12/27/92 0:00,,,,2,KAHULUI ARPT,,,NO DAMAGE.,2,,
,465,None (Military),Deleted,FALSE,,,,,FALSE,,FALSE,,,FOUND AT KORD,,Unknown bird - medium,Turbofan,,B-737-300,,,,,,1,4,Airplane,UNITED AIRLINES,Medium,12/27/92 0:00,,,,,UNKNOWN,(xx/xx/xx UPDATED ARPT),,CREW FOUND A BIRDSTRIKE IN #1 ENG THAT OCCURRED THE NIGHT BEFORE. A LOCAL MX INSPECTED AND FOUND OK FOR FLT. (DATA ENTRY NOTE: UNSURE IF STRIKE INFO IS FOR FLT THAT OCCURRED THE DATE AFTER THE STRIKE OR WAS FOR ACTUAL STRIKE EVENT),2,,
No Cloud,,Minor (Civilian),Deleted,FALSE,2-10,AWP,,,FALSE,N,TRUE,None,,,Approach,Sparrows,Turboprop,,BA-31 JETSTR,,100,,Day,CA,2-10,2,Airplane,WINGS WEST,Small,12/27/92 0:00,,,,,SAN LUIS COUNTY REGIONAL ARPT,,,"RADOME CRACKED, POSSIBLE ENG TURBINE. HIT A FLOCK OF SPARROWS.",2,,130
Overcast,,None (Military),Deleted,FALSE,,ASW,12/27/92,,FALSE,Y,FALSE,Rain,,,Take-off run,Mourning dove,Turbofan,0,MD-88,None,0,,Day,LA,1,4,Airplane,DELTA AIR LINES,Small,12/27/92 0:00,,,,1,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,,,NO DAMAGE REPTD. WARNED ON ATIS.,2,,
Overcast,,Minor (Civilian),Deleted,FALSE,,ACE,12/28/92,,FALSE,N,TRUE,None,12,,Climb,Unknown bird - medium,Turboprop,,ATR-42,Precautionary Landing,"9,000",,Day,MO,1,3,Airplane,TRANS WORLD EXPRESS,Medium,12/27/92 0:00,,,,12L,LAMBERT-ST LOUIS INTL,,"1,339","DURING CLIMB A BIRD HIT F/O WINDSHLD RESULTING IN A CRACKED  WINDSHLD. FLT RETD UNEVENTFULLY TO STL. OUT OF SVC 12 HRS, FUEL  COST $750.",2,,160
No Cloud,,None (Military),Deleted,FALSE,,AWP,,,FALSE,N,FALSE,None,,,Approach,Unknown bird - medium,Turbofan,,DC-10,,700,,Night,CA,1,4,Airplane,AMERICAN AIRLINES,Medium,12/28/92 0:00,,,,,SAN FRANCISCO INTL ARPT,DATE = POSTMARK,,no damage,3,,150
,,,,TRUE,,AWP,,,FALSE,,FALSE,,,,Landing Roll,Unknown bird,Turbofan,0,B-737,,0,,,HI,1,4,Airplane,ALOHA AIRLINES,,12/28/92 0:00,,,,,LIHUE ARPT,,,,2,,
Some Cloud,,Substantial (Civilian),,FALSE,11-100,ASO,,,FALSE,,TRUE,None,,,Climb,Gulls,Turbofan,,B-757-200,Precautionary Landing,20,,Dusk,FL,2-10,4,Airplane,UNITED AIRLINES,Medium,12/28/92 0:00,,,,27,MIAMI INTL,,,"BENT BLADES, EXTENT OF DAMAGE NOT REPTD, ASSUME SUBSTANTIAL.",2,,200
Overcast,,Minor (Civilian),Deleted,FALSE,,ASW,,,FALSE,N,TRUE,Fog,,,Climb,Unknown bird - medium,Reciprocating (Piston),,PA-34 SENECA,,400,,Night,TX,1,1,Airplane,BUSINESS,Medium,12/28/92 0:00,,536,,,SAN MARCOS MUNICIPAL ARPT,SOURCE = xxxx-x & AIR DATA RESEARCHOPERATOR = WRIGHT FLYERS INC.,,"ON A MISSED APPCH TO ARPT, A/C HAD A BIRD STRIKE ON WINDSHLD THAT  BROKE THE RT SIDE. MINOR FUSELAGE DAMAGE AT UPPER WINDSHLD FRAME.  LANDED SAFELY.  INTERMITTENT RAIN. 1/4 MI VIZ WITH FOG.",2,,100
Overcast,,None (Military),Deleted,FALSE,2-10,AEA,12/28/92,,FALSE,N,FALSE,Rain,,,Climb,Unknown bird - medium,Turbofan,,MD-80,None,25,,Day,DC,11-100,4,Airplane,TRANS WORLD AIRLINES,Medium,12/28/92 0:00,,,,1,RONALD REAGAN WASHINGTON NATIONAL ARPT,.,,FLT 783. PART OF A/C STRUCK NOT REPTD.,2,,145
Overcast,,Minor (Civilian),Deleted,FALSE,,ASO,12/30/92,,FALSE,Y,TRUE,None,,,Approach,Unknown bird - small,Turbofan,,B-757-200,None,300,,Day,FL,2-10,4,Airplane,ATA AIRLINES,Small,12/28/92 0:00,,,,9L,FORT LAUDERDALE/HOLLYWOOD INTL,,,POSTFLT INSPN REVEALED BIRD STRIKES ON L LNDG GEAR STRUT & R END  COWL & MINOR DAMAGE TO FAN BLADES.  UNSURE OF ALTITUDE.,2,,140
No Cloud,,None (Military),,FALSE,11-100,AEA,,,FALSE,N,FALSE,None,,,Climb,Swallows,Turbofan,,FOKKER F100,None,100,,Day,PA,1,4,Airplane,1US AIRWAYS,Small,12/29/92 0:00,,,,,PHILADELPHIA INTL,,,# OF BIRDS STUCK NOT REPTD. FLT 1614.,2,,175
Overcast,,None (Military),Deleted,FALSE,2-10,ASW,,,FALSE,Y,FALSE,Rain,,,Take-off run,European starling,Turbofan,0,B-737-200,,0,,Day,TX,2-10,4,Airplane,SOUTHWEST AIRLINES,Small,12/29/92 0:00,,,,,DALLAS LOVE FIELD ARPT,DATE = POSTMARK,,FLOCK OF BIRDS IMPACTED A/C JUST PRIOR TO ROTATION.,2,,120
,,,,TRUE,,AWP,,,FALSE,,FALSE,,,,,Zebra dove,,0,UNKNOWN,,,,,HI,1,,,UNKNOWN,Small,12/29/92 0:00,,,,,LIHUE ARPT,,,,,,
No Cloud,,Minor (Civilian),Deleted,FALSE,2-10,ANE,,,FALSE,Y,TRUE,None,,,Approach,Canada goose,Turbofan,,DA-50 FALCON,,300,,Day,CT,2-10,3,Airplane,BUSINESS,Large,12/29/92 0:00,,,,,GROTON-NEW LONDON AR,OPERATOR = PFIZER INC,,"SLIGHT DENT OF RT OUTBOARD SLAT. (DATA ENTRY NOTE: BIRD REPTD AS GOOSE, ASSUME CANADA FROM DATE AND LOCATION)",3,,125
No Cloud,,,Deleted,FALSE,,ANM,12/31/92,,FALSE,N,FALSE,None,,,Climb,Unknown bird - small,Turbofan,,B-737,,130,,Day,CO,2-10,4,Airplane,AMERICA WEST AIRLINES,Small,12/29/92 0:00,,,,,CITY OF COLORADO SPRINGS MUNI APRT,,,"FLT 552 HIT A FLOCK ON T/O, UNKN IF DAMAGE.",2,,
Overcast,,Uncertain (Civilian),,FALSE,,AEA,,,FALSE,Y,TRUE,Fog,,,Approach,Gulls,Turbofan,,B-737-400,None,"3,000",,Night,PA,1,4,Airplane,1US AIRWAYS,Medium,12/30/92 0:00,,,,9R,PHILADELPHIA INTL,,,RAIN,2,,230
Overcast,,Substantial (Civilian),Deleted,FALSE,,AGL,12/30/92,,FALSE,N,TRUE,None,4,,Climb,Unknown bird - medium,Turbofan,,B-757-200,Precautionary Landing,5,,Dusk,IN,1,4,Airplane,ATA AIRLINES,Medium,12/30/92 0:00,,,,23L,INDIANAPOLIS INTL,,,"DAMAGE TO 3 FAN BLADES ABOUT 3"" FROM TIP CAUSING LOUDER THAN  NORMAL ENG NOISE & VIBRATION IN FLOOR OF A/C. INGESTION.",2,,150
Overcast,,None (Military),,FALSE,2-10,AWP,,,FALSE,N,FALSE,,,,Take-off run,Gulls,Turbofan,0,DC-10,None,0,,Day,CA,2-10,4,Airplane,UNITED AIRLINES,Medium,12/31/92 0:00,,,,,SAN FRANCISCO INTL ARPT,,,no damage,3,,80
Overcast,,None (Military),Deleted,FALSE,2-10,AWP,,,FALSE,Y,FALSE,None,,,Take-off run,Gulls,Turboprop,0,BA-31 JETSTR,,0,,Day,CA,2-10,2,Airplane,WINGS WEST,Medium,12/31/92 0:00,,,,,SAN LUIS COUNTY REGIONAL ARPT,DATE = POSTMARK,,FLOCK OF GULLS CAUSED NO DAMAGE. EXACT # OF BIRDS NOT REPTD.,2,,90
,,,,TRUE,,AWP,,,FALSE,,FALSE,,,,,House finch,,0,UNKNOWN,,,,,HI,1,,,UNKNOWN,Small,12/31/92 0:00,,,,,LIHUE ARPT,,,,,,
,,,,TRUE,,AWP,,,FALSE,,FALSE,,,,,Zebra dove,,0,UNKNOWN,,,,,HI,2-10,,,UNKNOWN,Small,12/31/92 0:00,,,,,LIHUE ARPT,,,,,,
Overcast,,Substantial (Civilian),Deleted,FALSE,,AEA,,,FALSE,N,TRUE,Fog,,,Climb,Unknown bird - medium,Turbofan,,B-747-1/200,,,,Night,NY,1,5,Airplane,NIPPON CARGO AIRLINES,Medium,12/31/92 0:00,,"48,219",,,JOHN F KENNEDY INTL, (x/x/xx UPDATED PHASE & REMARKS),,"3 FAN BLADES DAMAGED. # OF BIRDS NOT REPTD. (DATA ENTRY NOTE: PHASE WAS REPTD AT TAKE-OFF/CLIMB, ASSUME CLIMB)",4,,
Some Cloud,,,Deleted,FALSE,,AGL,,,FALSE,,FALSE,None,,,Climb,Unknown bird - large,Turbofan,,B-727,None,"2,500",,Day,IL,1,4,Airplane,AMERICAN AIRLINES,Large,1/1/93 0:00,,,,22L,CHICAGO O'HARE INTL ARPT,EXACT DAY UNKNOWN,,"LARGE FOWL (CANADA GOOSE?) SEEN, POSSIBLY STRUCK DURING THE DAY  ON CLIMB AT 2500 FT BY AIRLINE.",3,,
,516,None (Military),Deleted,FALSE,,AWP,,,FALSE,,FALSE,,,,Climb,Unknown bird - medium,Turbofan,,B-727-200,,700,,,CA,2-10,4,Airplane,UNITED AIRLINES,Medium,1/1/93 0:00,,,,,SACRAMENTO INTL,,,"CLIMB AT 700 FEET (ASSUME AGL) IN A 120 DEGREE TURN, STRUCK MULTIPLE BIRDS. MX INSPECTED AND FOUND NO DMG",3,,
Overcast,,Minor (Civilian),,FALSE,2-10,AWP,,,FALSE,Y,TRUE,Rain,,,Take-off run,Gulls,Turboprop,0,BA-31 JETSTR,,0,,Day,CA,2-10,2,Airplane,WESTAIR COMMUTER,Medium,1/1/93 0:00,,,,,NORMAN Y. MINETA SAN JOSE INTL ARPT,,,DAMAGE MINOR. FLT 704.,2,,115
,,,Deleted,TRUE,1,AEA,1/1/93,,FALSE,N,FALSE,,,,,Rock pigeon,,0,UNKNOWN,,,,,NJ,1,,,UNKNOWN,Small,1/1/93 0:00,,,,4L,NEWARK LIBERTY INTL ARPT,,,1 DEAD PIGEON FOUND ON RY. UNKNOWN WHICH A/C STRUCK BIRD.,,,
Some Cloud,,None (Military),Deleted,TRUE,,AWP,1/1/93,,FALSE,Y,FALSE,None,,,Climb,Spotted dove,Turbofan,,DC-9-50,None,100,,Dusk,HI,2-10,4,Airplane,HAWAIIAN AIR,Small,1/1/93 0:00,,,,3,LIHUE ARPT,SOURCE = TWO xxxx-x REPTS & ARPT REPT   (x/x/xx UPDATED ID),,MULTIPLE SPECIES. 1 SPOTTED DOVE & 2 MANNIKINS WERE STRUCK.,2,,145
No Cloud,,None (Military),Deleted,FALSE,2-10,AWP,1/2/93,,FALSE,Y,FALSE,None,,,Approach,"Ducks, geese, swans",Turbofan,,B-737-300,None,50,,Day,CA,1,4,Airplane,SOUTHWEST AIRLINES,Large,1/2/93 0:00,,,,34L,SACRAMENTO INTL,,,I WAS NOTIFIED AT 1145 HRS THAT FLT 1801 HAD STRUCK A BIRD ON  LANDING.  I ASKED AIRLINE OPS AGENT TO FILL OUT FORM TO BEST OF HIS  RECOLLECTION,2,,
No Cloud,,Substantial (Civilian),Deleted,FALSE,2-10,AWP,1/2/93,,FALSE,Y,TRUE,None,,,Climb,Unknown bird - large,Turbofan,,B-757-200,Precautionary Landing,"1,000",,Night,CA,1,4,Airplane,AMERICAN AIRLINES,Large,1/2/93 0:00,,"347,883",,34L,SACRAMENTO INTL,,,PRELIM. EXTERIOR INSPECTION SHOWED AT LEAST 6 DAMAGED FAN BLADES  ON #2 ENG.  NUMBER OF BIRDS & SPECIES STRUCK UNKNOWN AT THIS  TIME.,2,,170
No Cloud,,None (Military),Deleted,FALSE,2-10,AWP,1/3/93,,FALSE,N,FALSE,None,,,Approach,Geese,Turbofan,,MD-82,None,"1,500",,Night,CA,1,4,Airplane,AMERICAN AIRLINES,Large,1/2/93 0:00,,,,30,LONG BEACH-DAUGH FLD,,,,2,,160
,,None (Military),Deleted,FALSE,,AEA,6/27/11,,FALSE,,FALSE,,,,Approach,Unknown bird,Turboprop,,BE-1900,,,,,NY,1,3,Airplane,UNKNOWN,,1/2/93 0:00,,,,,LA GUARDIA ARPT,,,"BIRDSTRIKE ON FINAL. NO DMG. # STRUCK NOT REPTD, ASSUME 1.",2,,
Overcast,,None (Military),,FALSE,1,ASO,,,FALSE,N,FALSE,None,,,Climb,Unknown bird - small,Turbofan,,MD-80,None,300,,Dawn,AL,1,4,Airplane,AMERICAN AIRLINES,Small,1/3/93 0:00,,,,32,MOBILE REGIONAL,,,"NO KNOWN DAMAGE, A/C CONTD. TO DESTINATION.",2,,160
Some Cloud,,Minor (Civilian),Deleted,FALSE,11-100,ASO,1/3/93,,FALSE,Y,TRUE,None,,,Climb,Gulls,Turbofan,,FOKKER F28 MK 4000,None,50,,Day,FL,2-10,4,Airplane,1US AIRWAYS,Medium,1/3/93 0:00,,,,7L,DAYTONA BEACH INTL,SOURCE = TWO xxxx-x REPTS. & AIRPORT REPT.,,CAPT. ASKED TOWER FOR TRUCK TO CLEAR BIRDS ON TAXIWAY. A/C ENDED  UP TAXIING OVER SAME TAXIWAY DISPERSING BIRDS FLEW OFF AND THEN  CAME BACK AND LANDED ON RY.  DAMAGE TO ROTATING BEACON.  5 DEAD  GULLS REMOVED. OCCURRED DURING ROTATION PHASE OF T/O.,2,,125
Some Cloud,,,,FALSE,2-10,AEA,,,FALSE,N,FALSE,None,,,Climb,Gulls,Turbofan,,B-757-200,None,200,,Day,DC,1,4,Airplane,DELTA AIR LINES,Medium,1/4/93 0:00,,,,19L,WASHINGTON DULLES INTL ARPT,,,PILOT THOUGHT HE HIT A GULL BUT WAS NOT SURE.,2,,
No Cloud,,None (Military),Deleted,FALSE,,ANE,,,FALSE,Y,FALSE,None,,,Landing Roll,Snowy owl,Turboprop,0,SHORTS 360,None,0,,Night,MA,1,3,Airplane,BUSINESS EXPRESS,Large,1/4/93 0:00,,,,,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,,,"NO DAMAGE NOTED, BIRD STRUCK RT SIDE OF FUSELAGE",2,,50
Overcast,,None (Military),Deleted,FALSE,,AGL,,,FALSE,Y,FALSE,Rain,,,Landing Roll,Gulls,Turboprop,0,BE-1900,None,0,,Day,IL,1,3,Airplane,BUSINESS,Medium,1/4/93 0:00,,,,,ABRAHAM LINCOLN CAPITAL ARPT,OPERATOR = LAKES AIR (AIR TAXI),,,2,,105
Some Cloud,,None (Military),Deleted,FALSE,2-10,ASO,,,FALSE,Y,FALSE,None,,,Landing Roll,Gulls,Reciprocating (Piston),0,GRUMAMER AA5,None,0,,Day,FL,2-10,1,Airplane,PRIVATELY OWNED,Medium,1/4/93 0:00,,,,,EXECUTIVE ARPT,OPERATOR = TRACY STREATER,,,1,,
,,,,TRUE,,ASO,,,FALSE,,FALSE,,,,,Gulls,,0,UNKNOWN,,,,,FL,1,,,UNKNOWN,Medium,1/4/93 0:00,,,,9R,FORT LAUDERDALE/HOLLYWOOD INTL,,,NIGHT 0350 LCL. FOUND DEAD ON RWY AT INSN H,,,
,,,,TRUE,,AWP,,,FALSE,,FALSE,,,,,Barn owl,,0,UNKNOWN,,,,,HI,1,,,UNKNOWN,Small,1/4/93 0:00,,,,,LIHUE ARPT,,,,,,
,,,Deleted,TRUE,,ASO,,,FALSE,,FALSE,,,,,Gulls,,0,UNKNOWN,,,,,FL,1,,,UNKNOWN,Medium,1/4/93 0:00,,,,18R,ORLANDO INTL,,,FOUND RWY 18R/36L AT 0320 HRS.,,,
No Cloud,,None (Military),Deleted,FALSE,2-10,AWP,1/4/93,,FALSE,Y,FALSE,None,,,Approach,Ducks,Turboprop,,BA-31 JETSTR,None,700,,Day,CA,1,2,Airplane,WESTAIR COMMUTER,Medium,1/4/93 0:00,,,,16R,SACRAMENTO INTL,OPERATOR = WEST AIR AIRLINE,,"NO DAMAGE, SOME FEATHERS IN SEAL OF NOSE CONE LEFT SIDE.",2,,140
Overcast,,None (Military),Deleted,FALSE,,AGL,1/8/93,,FALSE,N,FALSE,Rain,,,Landing Roll,Gulls,Turboprop,0,BE-1900,None,0,,Day,IL,1,3,Airplane,GREAT LAKES AIRLINES,Medium,1/4/93 0:00,,,,22,ABRAHAM LINCOLN CAPITAL ARPT,SOURCEx = TWO xxxx-x REPTS. AND LETTER,,"IT WAS RAINING FAIRLY HARD AND VISIBILITY WAS LOW.  AS THERE WAS  ONLY 1 BIRD INVOLVED, THIS APPEARS TO BE AN ISOLATED INCIDENT. WE  HAD NO REPORTS OF LARGE OR SMALL NUMBERS OF BIRDS THAT DAY.",2,,
,,None (Military),Deleted,FALSE,1,ASW,5/19/00,,FALSE,,FALSE,,,,Take-off run,,,0,T-1A,,0,,Day,NM,1,,Airplane,MILITARY,Medium,1/4/93 0:00,,,,,ROSWELL INTL AIR CENTER,SOURCE = BASH NR xxxxx,,"REMARKS -  BLOOD SMEAR ON RT WING-NO REMAINS.;  AIRCRAFT -  T - 1 - ;  IMPACT -  RIGHT WING;  NUMBER OF BIRDS (S, F, or Z) -  S",,10:05,115
No Cloud,,None (Military),,FALSE,2-10,ASW,,,FALSE,N,FALSE,None,,,Approach,Unknown bird - small,Turbofan,,B-727-200,None,300,,Day,TX,1,4,Airplane,AMERICAN AIRLINES,Small,1/5/93 0:00,,,,,DALLAS/FORT WORTH INTL ARPT,,,"SAW 2 BIRDS, HIT 1.",3,,142
,1638,None (Military),Deleted,FALSE,,AEA,,,FALSE,,FALSE,,,,Take-off run,Unknown bird - medium,Turbofan,0,B-737-300,,0,,,PA,1,4,Airplane,UNITED AIRLINES,Medium,1/5/93 0:00,,,,,LEHIGH VALLEY INTL,,,LOWER LEFT WING. MX INSPECTED AT KMDT. NO DAMAGE.,2,,
Overcast,,None (Military),Deleted,FALSE,1,AWP,,,FALSE,N,FALSE,Rain,,,Take-off run,Sparrows,Turboprop,0,EMB-120,,0,,Night,CA,1,3,Airplane,WESTAIR COMMUTER,Small,1/5/93 0:00,,,,,SAN FRANCISCO INTL ARPT,,,,2,,70
Overcast,,None (Military),Deleted,FALSE,11-100,ANM,,,FALSE,Y,FALSE,None,,,Climb,Unknown bird - small,Turbofan,,MD-80,None,10,,Day,CO,1,4,Airplane,AMERICAN AIRLINES,Small,1/5/93 0:00,,,,35R,CITY OF COLORADO SPRINGS MUNI APRT,SOURCE = TWO xxxx-x REPTS (x/x/xx UPDATED AIRCRAFT NAME),,"3RD  OF 3 FLOCKS. TIME = 1620 GMT. AT ROTATION, STRUCK 1 SMALL  BIRD RT CLEARVIEW WINDOW. POSTFLIGHT INSPECTION AT DFW REVEALED  TOTAL OF 4 STRIKES, 1 WINDOW AND 3 ON WING LEADING EDGE.",2,,160
,,,,TRUE,,ASO,,,FALSE,,FALSE,,,,,Gulls,,0,UNKNOWN,,,,,FL,1,,,UNKNOWN,Medium,1/5/93 0:00,,,,13,FORT LAUDERDALE/HOLLYWOOD INTL,,,"DAY, 0945 LCL. FOUND DEAD ON N SIDE OF 13",,,
,,,Deleted,TRUE,,ASO,,,FALSE,,FALSE,,,,,Gulls,,0,UNKNOWN,,,,,FL,1,,,UNKNOWN,Medium,1/5/93 0:00,,,,,ORLANDO INTL,,,FOUND AT RAMP GATE 8.,,,
,,None (Military),Deleted,TRUE,2-10,ASW,5/19/00,,TRUE,,FALSE,,,,Landing Roll,Horned lark,,0,T-38A,,0,,Day,TX,2-10,,Airplane,MILITARY,Small,1/5/93 0:00,,,,,LUBBOCK PRESTON SMITH INTL ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  NO REMAINS FOUND.;  AIRCRAFT -  T - 38 - ;  IMPACT -  NOSE;  NUMBER OF BIRDS (S, F, or Z) -  F",,12:45,90
Some Cloud,,None (Military),,FALSE,,QUE,,,FALSE,N,FALSE,None,,,Climb,Unknown bird - medium,Turbofan,,DC-10-10,None,800,,Day,QC,2-10,4,Airplane,AMERICAN AIRLINES,Medium,1/6/93 0:00,,,,28,MONTREAL/PIERRE-ELLIOTT-TRUDEAU INTL,,,no damage,3,,170
,,,,TRUE,,AWP,,,FALSE,,FALSE,,,,,Zebra dove,,0,UNKNOWN,,,,,HI,1,,,UNKNOWN,Small,1/6/93 0:00,,,,,LIHUE ARPT,,,,,,
